transaction,n_specimen,recipient,date
10738,51,"Johnson, Ned K.  - University of California, Berkeley; University of California, Berkeley - Museum of Vertebrate Zoology; Cicero, Carla  - University of California, Berkeley",
10116,21,"Field Museum of Natural History - Research and Collections - Department of Zoology; Peterson, Town  - Field Museum of Natural History",
10209,188,"Fitzpatrick, John W.  - Field Museum of Natural History; Field Museum of Natural History - Research and Collections - Department of Zoology",
12852,8,"Bates, John  - Field Museum of Natural History; Field Museum of Natural History - Research and Collections - Department of Zoology",
10958,1,"Dickerman, Robert W.  - American Museum of Natural History; Sealy, Spencer  - American Museum of Natural History",
10112,1,"Weisberg, Ruth  - University of Southern California; University of Southern California - School of Fine Arts",
7139,5,"National Museum of Natural History - Smithsonian Institution - Division of Birds; Parkes, Kenneth C.  - National Museum of Natural History",
10115,3,"Phillips, A. R.  - National Museum of Natural History; National Museum of Natural History - Smithsonian Institution - Division of Birds",
14148,11,"Zeidberg, David S.  - Huntington Library; Huntington Library",
7351,4,"Diamond, Jared  - University of California, Los Angeles; University of California, Los Angeles - School of Medicine",
11224,7,"Port, Jeff  - University of Minnesota; University of Minnesota - Bell Museum of Natural History",
11225,6,"Port, Jeff  - University of Minnesota; University of Minnesota - Bell Museum of Natural History",
14131,3,"National Museum of Natural History - Smithsonian Institution - Division of Birds; Olson, Storrs L.  - Smithsonian Institution",
12752,4,"Carnegie Museum of Natural History - Section of Birds; Chu, Philip  - Carnegie Museum of Natural History; Livezey, Bradley C.  - Carnegie Museum of Natural History",
9695,1,"Parkes, Kenneth C.  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
12357,38,"Parkes, Kenneth C.  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
8671.2,3,"Wood, D. Scott  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
11166,13,"Wood, D. Scott  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
9777,18,"Carnegie Museum of Natural History - Section of Birds; Wood, D. Scott  - Carnegie Museum of Natural History",
13004,14,"Allen, Larry W.  - Los Angeles Audubon Society; Los Angeles Audobon Society",
7328,18,"Johnson, James L.  - California Dept. of Food & Agriculture; California Department of Food & Agriculture - Division of Plant Industry 2950",
13115,3,"Voelker, Gary  - University of Washington; University of Washington - Burke Museum",
15079,31,"Froehlich, Daniel  - University of Washington; Rohwer, Seivert A.  - University of Washington; Faucett, Rob  - University of Washington; University of Washington - Burke Museum",
10892,3,"University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology; Payne, Robert B.  - University of Michigan",
12302,13,"University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology; Payne, Robert B.  - University of Michigan",
10319,2,"Storer, Robert W.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
7521,7,"Storer, Robert W.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
12343,13,"Payne, R. S.  - University of Michigan; Craig, A.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
14295,3,"Payne, Robert B.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
11546,10,"Chu, Philip  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
14276,0,"University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology; Payne, Robert B.  - University of Michigan",
8650,2,"Northern, James R.  - University of California at Los Angeles; Howell, Thomas R.  - University of California, Los Angeles; University of California, Los Angeles - Department of Biology",
13688,43,"Renner, Swen  - Academy of Natural Sciences; Joseph, Leo  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
13836,9,"Joseph, Leo  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
14127,8,"Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology; Joseph, Leo  - Academy of Natural Sciences",
13625,53,"Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology; Joseph, Leo  - Academy of Natural Sciences",
11194.2,2,"Ridgely, Robert  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
11359.2,1,"Robbins, Mark A.  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
10314,1,"Robbins, Mark A.  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
13307,4000,"Maldonado, Jesus E.  - Smithsonian Institution; University of California, Los Angeles - Department of Biology",
7112,2,"University of California, Irvine - Museum of Systematic Biology; Marsh, Gordon  - University of California - Irvine",
10768,1,"Bradley, Richard A.  - The Ohio State University; The Ohio State University",
12180,1,"Collins, Paul W.  - Santa Barbara Museum of Natural History; Santa Barbara Museum of Natural History",
12886,14,"Collins, Paul W.  - Santa Barbara Museum of Natural History; Santa Barbara Museum of Natural History",
11384,1,"Pitman, Robert L.  - National Marine Fisheries Service; Department of Commerce - NOAA's National Marine Fisheries Service (NOAA Fisheries Service) - Southwest Fisheries Science Center",
10024,1,"Johnson, Ned K.  - University of California, Berkeley; University of California, Berkeley",
11835,1,"Sleeper, Elbert L.  - California State University, Long Beach; Collins, Charles T.  - California State University, Long Beach",
8170,19,"Sleeper, Elbert L.  - California State University, Long Beach; Collins, Charles T.  - California State University, Long Beach; Warter, Stuart  - California State University, Long Beach",
8211,45,"Collins, Charles T.  - California State University, Long Beach; Sleeper, Elbert L.  - California State University, Long Beach",
11659,3,"Huckaby, David  - California State University, Long Beach; Sleeper, Elbert L.  - California State University, Long Beach",
11708,2,"Collins, Charles T.  - California State University, Long Beach; Sleeper, Elbert L.  - California State University, Long Beach",
14472,2,"Hertel, Fritz  - California State University, Northridge; California State University, Northridge - College of Science and Mathematics - Department of Biology",
14137,3,"California State University, Northridge - College of Science and Mathematics - Department of Biology; Hertel, Fritz  - California State University, Northridge",
L.2649.71-1-3,3,"O'Daniels, Barrie",
L.1945.53-2-3,85,Yale University,
L.2215.53-1,100,American Museum of Natural History - Department of Entomology,
L.2057,1,"Constantine, Denny G.  - United States Public Health Service",
L.1570,11,"Garth, John S.  - University of Southern California; University of Southern California - Department of Biology",
429,1,"White, Clayton M.  - Brigham Young University; Brigham Young University - Department of Zoology",
L.7,12,"Morcom, G. Frean",
L.5,7,"Myers, Harriet Williams",
L.1636,11,"Swarth, Harry S.  - University of California, Berkeley; Swarth, Winifern Wood  - University of California, Berkeley",
L.17,5,"Howell, A. B.",
7604,1,"Norris, Chuck  - Los Angeles County Sheriff's Department; Los Angeles County Sheriff's Department - c/o Sgt. Gorence",
14261,1,"Caragodin, Igor  - Caragodin Taxidermy; Caragodin Taxidermy",
13961,1,"Antin, Eleanor  - Los Angeles County Museum of Art; Sainz, Robert  - Los Angeles County Museum of Art; Los Angeles County Museum of Art",
10547,2,"Munns, Bill  - Creative Presentations Inc.; Creative Presentations Inc.",
12724,40,"Australian Museum - Division of Vertebrate Zoology - Department of Ornithology; Forshaw, Joseph M.  - Australian Museum",
L.9,3592,"Willett, George  - Natural History Museums of Los Angeles County - Natural History Museum",
446.3,375,"Occidental College - Moore Laboratory of Zoology; Hardy, William  - Occidental College",
428,8,"Olson, Storrs L.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
444,56,"Schifter, H.  - Naturhistorisches Museum Wien; Naturhistorisches Museum Wien - Vogelsammlung",
446,2200,"Kiff, Lloyd F.  - Western Foundation of Vertebrate Zoology; Western Foundation of Vertebrate Zoology",
431,4,"Jackson, H. D.  - National Museums of Rhodesia - Umtali Museum; National Museums of Rhodesia - Umtali Museum",
433,9,"Smithsonian Institution - Division of Birds - National Museum of Natural History; Olson, Storrs L.  - Smithsonian Institution",
473,23,"Louisiana State University - Museum of Zoology; Remsen, J. V.  - Louisiana State University",
14787,10000,"Todd, Frank S.  - Ecocepts International; Ecocepts International",
15530,7,"Babij, Eleanora  - Smithsonian Institution; Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
15526,7,"Olson, Storrs L.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
15503,10,"Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History; Babij, Elenora  - Smithsonian Institution",
14851,2,"Gibson, Daniel D.  - University of Alaska Museum; University of Alaska Museum",
15233,1,"Unitt, Philip  - San Diego Natural History Museum; San Diego Natural History Museum - Department of Birds and Mammals",
15680,14,"Lev-Tov, Justin  - Statistical Research, Inc.; Maxwell, David  - Statistical Research, Inc.; Statistical Research, Inc.",
15232,8,"Day, Lainy  - University of California, Los Angeles; University of California, Los Angeles - Department of Physiological Science",
15157,3,"Cracraft, Joel L.  - American Museum of Natural History; American Museum of Natural History - Department of Entomology; Bertelli, Sara  - American Museum of Natural History",
11368,77,"University of Washington - Burke Museum; Thompson, Christopher W.  - Burke Museum",
9984,23,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
12978,1,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
15611,1,"Schultz, Thomas  - Ripon College; Brooks, William  - Ripon College; Ripon College - Department of Biology",
15131,2,"Bleiweiss, Robert  - University of Wisconsin, Madison; University of Wisconsin, Madison - Department of Zoology",
15330,2,"Wilkinson, Fiona  - American Museum of Natural History; Sweet, Paul  - American Museum of Natural History; American Museum of Natural History - Division of Vertebrate Zoology - Department of Ornithology",
15132,3,"Ksepka, Daniel  - American Museum of Natural History; American Museum of Natural History - Department of Vertebrate Paleontology",
15286,13,"Allen, Larry W.  - Los Angeles Audubon Society; Los Angeles Audubon Society",
15107,13,"Allen, Larry W.  - Los Angeles Audubon Society; Los Angeles Audubon Society",
15440,13,"Allen, Larry W.  - Los Angeles Audubon Society; Los Angeles Audubon Society",
14908,14,"Allen, Larry W.  - Los Angeles Audubon Society; Los Angeles Audubon Society",
15698,45,"Adams, Dean C.  - Iowa State University; Berns, Chelsea  - Iowa State University; Iowa State University - Department of Ecology, Evolution, and Organismal Biology",
14725,1,"McQueen, Larry",
13212,11,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
7938,11,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
15507,5,"Karubian, Jordan  - University of California, Los Angeles; Smith, Thomas B.  - University of California, Los Angeles; University of California, Los Angeles - Department of Ecology and Evolutionary Biology",
15528,5,"University of California, Los Angeles - Department of Ecology and Evolutionary Biology; Karubian, Jordan  - University of California; Smith, Thomas B.  - University of California, Los Angeles",
15539,12,"University of California, Irvine - Ecology and Evolutionary Biology; Dean, Mason  - University of California, Irvine; Summers, Adam  - University of California, Irvine",
12389,30,"Alderfer, Jonathan K.  - Jonathan K. Alderfer",
14961,6,"Takimoto, Hideo  - Ibaraki Nature Museum; Ibaraki Nature Museum",
14788,3,"Devitt, Genevieve  - Ace Gallery Los Angeles; Ace Gallery Los Angeles - Institute of Contemporary Art",
14885,3,"Clark, Michael  - Museum of Contemporary Art; Museum of Contemporary Art",
15657,15,"Heller, Claudia  - Duarte Historical Museum; Duarte Historical Museum",
15227,3,"Ghosh, Prosenjit  - California Institute of Technology; California Institute of Technology - Division of Geological and Planetary Sciences",
15468,36,"Rosenfeld, Brana  - Paramount Pictures; Paramount Pictures - The Spiderwick Chronicles""""",
12142,31,"Rohwer, Seivert A.  - University of Washington; Voelker, Gary  - University of Washington; University of Washington - Burke Museum",
15320,3,"Payne, Robert B.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
15465,4,"University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology; Payne, Robert B.  - University of Michigan",
15429,17,"Payne, Robert B.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
15340,22,"Payne, Robert B.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
6189,2,"Collins, Charles T.  - California State University, Long Beach; Sleeper, Elbert L.  - California State University, Long Beach",
15809,2,"Overington, Sarah  - Yale University; Zyskowski, Kristof  - Yale University; Yale University - Division of Vertebrate Zoology - Peabody Museum of Natural History",
15749,45,"Berns, Chelsea  - Iowa State University; Adams, Dean C.  - Iowa State University; Iowa State University - Department of Ecology, Evolution, and Organismal Biology",
15802,38,"Dean, James P.  - Smithsonian Institution; Greenberg, Russell  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
15086,1,"Hertel, Fritz  - California State University, Northridge; California State University, Northridge - College of Science and Mathematics - Department of Biology",
14909,2,"Hertel, Fritz  - California State University, Northridge; California State University, Northridge - College of Science and Mathematics - Department of Biology",
15285,2,"Hertel, Fritz  - California State University, Northridge; California State University, Northridge - College of Science and Mathematics - Department of Biology",
15715,2,"Hertel, Fritz  - California State University, Northridge; California State University, Northridge - College of Science and Mathematics - Department of Biology",
11895,1,"University of Washington - Burke Museum; Rohwer, Seivert A.  - University of Washington; Yuri, Tamaki  - University of Washington",
8.2009.8,2,"Louisiana State University - Museum of Natural Science; Brumfield, Robb T.  - Louisiana State University; Maley, James M.  - Louisiana State University",
15946,9,"Claramunt, Santiago  - Louisiana State University; Remsen, James V. Jr. - Louisiana State University; Louisiana State University - Museum of Natural Science",
13339,17,"Whitney, Bret  - Louisiana State University; Remsen, J. V.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
13256,2,"Louisiana State University - Museum of Natural Science; Naoki, K.  - Louisiana State University; Remsen, J. V.  - Louisiana State University",
11829,15,"Marantz, Curtis  - Louisiana State University; Louisiana State University - Museum of Natural Science",
11778,54,"Remsen, J. V.  - Louisiana State University; Moyer, David C.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
12114,16,"Remsen, Jr., J. V.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
14598,5,"Freymann, Bernd  - Louisiana State University; Remsen, J. V.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
12761,4,"Cardiff, Steven W.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
11972,2,"Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates; Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum",
12061,3,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Vertebrates",
11451,3,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Life Sciences",
11715,9,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Life Sciences",
12856,23,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates",
13868,12,"Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates; Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum",
14612,26,"Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates; Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum",
13489,3,"Ward, Gina  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Marketing and Communications Dept.",
14073,1,"Heyning, John E.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections",
12875,12,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates",
13192,10,"Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Garrett, Kimball L.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum - Research and Collections - Vertebrates",
8235,5,"Schreiber, Ralph W.  - Natural History Museums of Los Angeles County - Natural History Museum; Natural History Museums of Los Angeles County - Natural History Museum",
10647,39,"University of Washington - Burke Museum; Wood, Chris  - The Burke Museum",
12495,1,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
11765,9,"Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
14862,16,"Rogers, Michelle  - University of Washington; Rohwer, Seivert A.  - University of Washington; University of Washington - Burke Museum",
14458,29,"University of Washington - Burke Museum; Rohwer, Seivert A.  - University of Washington; Froehlich, Daniel  - University of Washington",
15957,2,"University of Kansas - Biodiversity Institute and Natural History Museum; Moyle, Robert G.  - University of Kansas, Natural History Museum",
10586,1,"Rasmussen, Pamela C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum",
10501,9,"Rasmussen, Pamela C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum",
10702,3,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum",
10901,2,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum",
11462,3,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum",
8977,18,"University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology; Mengel, Robert M.  - University of Kansas; Chandler, Robert  - University of Kansas",
12935,1,"Robbins, Mark B.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
13035,2,"Robbins, Mark B.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
9655,6,"Johnston, Richard F.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
9625,15,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
10395,10,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
9763,5,"Livezey, Bradley C.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
8230,1,"Mengel, Robert M.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
14193,9,"Gill, Robert  - USGS - Alaska Biological Science Center; USGS - Alaska Biological Science Center",
L.2397.65-424-3480,3057,University of Southern California - Allan Hancock Foundation,
TL.96.21.1-47,47,"Sibley, Fred C.  - Yale University; Yale University - Peabody Museum of Natural History",
TL.96.22.1-72,72,American Museum of Natural History - Division of Vertebrate Zoology - Department of Ornithology,
TL.97.98.1-3,3,"Clayton, K. E.  - University of California, Berkeley; University of California, Berkeley - Museum of Vertebrate Zoology",
TL.96.23.1-75,75,"Field Museum of Natural History - Research and Collections - Department of Zoology; Willard, David E.  - Field Museum of Natural History",
TL.2010.2.1-23,23,"Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.2009.10.1,1,"Unitt, Philip  - San Diego Natural History Museum; San Diego Natural History Museum - Department of Birds and Mammals",
TL.2014.1.1-6,6,"Molina, Kathy C.  - University of California, Los Angeles; University of California, Los Angeles - Department of Biology",1/28/2014
TL.99.51.1-28,28,"Willard, David E.  - Field Museum of Natural History; Field Museum of Natural History - Division of Birds",
TL.96.24.1-38,38,"Parkes, Kenneth C.  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
TL.93.75.1-3,3,"University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology; Payne, Robert B.  - University of Michigan",
TL.99.50.1-51,51,"Rasmussen, Pamela C.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.97.96.1-106,106,"Olson, Storrs L.  - Smithsonian Institution; Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.2003.20.1-8,8,"Unitt, Philip  - San Diego Natural History Museum; San Diego Natural History Museum - Department of Birds and Mammals",
TL.99.87.1-17,17,"British Museum of Natural History - Department of Ornithology; Adams, M.  - British Museum of Natural History",
TL.99.90.1-127,127,"Cicero, Carla  - University of California, Berkeley; University of California, Berkeley - Museum of Vertebrate Zoology; Loo, J.  - University of California, Berkeley",
TL.99.123.1-16,16,"Adams, M.  - British Museum of Natural History; British Museum of Natural History - Department of Ornithology",
TL.97.97.1-111,111,"Willard, David E.  - Field Museum of Natural History; Field Museum of Natural History - Division of Birds",
TL.2003.21.1-27,27,"Woods, Jean  - Delaware Museum of Natural History; Hess, Gene K.  - Delaware Museum of Natural History; Delaware Museum of Natural History - Birds",
TL.97.114.1-181,181,"Livezey, Bradley C.  - Carnegie Museum of Natural History; Carnegie Museum of Natural History - Section of Birds",
TL.99.52.1-4,4,"Hinshaw, J.  - University of Michigan; Payne, R. B.  - University of Michigan; University of Michigan - Department of Ecology and Evolutionary Biology - Museum of Zoology",
TL.98.3.1-73,73,"Agro, David J.  - Academy of Natural Sciences; Rice, Nathan H.  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
TL.2003.19.1-2,2,"Molina, Kathy C.  - University of California, Los Angeles; University of California, Los Angeles - Department of Biology",
TL.97.113.1-97,97,"Remsen, James V. Jr. - Louisiana State University; Cardiff, Steven W.  - Louisiana State University; Louisiana State University - Museum of Natural Science",
TL.91.28.1-17,17,"Capital Alliance Corporation; Dawson, Edward J.  - Capital Alliance Corporation",
TL.82.3.1-20,20,"Feheley - M.F. Feheley Arts Co., Ltd.; M.F. Feheley Arts Co., Ltd.",
TL.89.25.1,1,"Harrison, Ed N.  - Natural History Museums of Los Angeles County - Natural History Museum",
TL.2005.3.1,1,"Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.2004.11.1-13,13,"Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.2000.60.1-20,20,"Rasmussen, Pamela C.  - Smithsonian Institution; Dean, James P.  - Smithsonian Institution; Smithsonian Institution - Division of Birds - National Museum of Natural History",
TL.2001.22.1-26,26,"Yale University - Peabody Museum of Natural History; Zyskowski, Kristof  - Yale University",
TL.2002.12.1-5,5,Carnegie Museum of Natural History - Section of Birds,
TL.2001.11.1-154,154,"Rice, Nathan H.  - Academy of Natural Sciences; Drexel University - Academy of Natural Sciences of Drexel University - Department of Ornithology",
TL.2003.14.1-30,30,"Molina, Kathy C.  - University of California, Los Angeles; University of California, Los Angeles - Department of Biology",
TL.2001.10.1-178,178,"Remsen, James V. Jr. - Louisiana State University; Louisiana State University - Museum of Natural Science",
TL.2003.18.1-29,29,"Robbins, Mark B.  - University of Kansas; University of Kansas - Biodiversity Institute and Natural History Museum - Division of Ornithology",
202,0,,
203,0,,
122,0,,
98,4,,
99,2,,
100,119,,
182,0,,
94,4,,
290,0,,
73,20,,
32,250,,
71,2,,
192,0,,
340,0,National Museum of Rhodesia,
342,150,Durban Museum and Art Gallery,10/2/1970
106,109,,
243,0,,
249,0,,
164,0,,
TL.2019.10.1,24,"Flannery, Maureen  - California Academy of Sciences; California Academy of Sciences - Department of Ornithology and Mammalogy",
330,0,Carnegie Museum of Natural History - Section of Birds,
TL.2022.4.1-36,36,"Cox, Jim  - Tall Timbers Research Station; Tall Timbers Reserach Station",
TL.2022.3.1-15,15,"Cardiff, Steven W.  - Louisiana State University; Louisiana State University - Museum of Natural Science",6/2/2022
17679,45,"Pilon, Laurent  - University of California, Los Angeles; University of California, Los Angeles - Henry Samueli School of Engineering and Applied Science - Mechanical and Aerospace Engineering Department",5/4/2023
17531,12,"Shelley, William  - University of California, Los Angeles; Pearlstein, Ellen  - University of California, Los Angeles; University of California, Los Angeles - UCLA/Getty Interdepartmental Program in the Conservation of Cultural Heritage",6/30/2020
15266,16,"California State University, San Bernardino - Robert V. Fullerton Art Museum; Kirsch, Eva  - California State University, San Bernardino",
17643,3,"Gaskill, Tyson  - University of Southern California; University of Southern California - Edward L. Doheny Jr. Memorial Library",2/23/2023
17680,15,"Takano, Oona M.  - University of New Mexico; Witt, Christopher C. Ph.D. - University of New Mexico; University of New Mexico - Department of Biology",5/1/2023
TL.2015.3.1-2,2,"Molina, Kathy C.  - University of California, Los Angeles; University of California, Los Angeles - Department of Organismal Biology, Ecology and Evolution",6/29/2015
8.2021.67,8,"Byrne, Paul  - University of Southern California; Huttenlocker, Adam K.  - University of Southern California; University of Southern California - Keck School of Medicine - Department of Integrative Anatomical Sciences",12/16/2021
8151,1,,
10898,42,"California State University, Northridge - Center for Public Archeology; Bleitz, Dana E.  - California State University Northridge",
11497,3,"Kotin, Muriel S.  - San Fernando Valley Audubon Society; San Fernando Valley Audubon Society",
4756,1,"Volta, M.  - Waxworld, Inc.; Waxworld, Inc. - Queen Mary, Pier J  #39",
5964,10,"Aspby, Patt B.  - Edward Carson Beall & Associates; Edward Carson Beall & Associates",
2689,2,"Anderson, Camille  - Maturango Museum; Robinson, K. H.  - Maturango Museum; Bliss, Shannon  - Maturango Museum; Maturango Museum",
4894,81,"City of Torrance - Nature Study Program; Smith, Carolyn  - City of Torrance",
1419,1,"Boy Scouts of America - Pathfinder District; Maeda, Jon V.  - Boy Scouts of America; Thebaut, M. C.  - Boy Scouts of America",
561,5,"Comby, Erna  - Los Angeles County; Los Angeles County - Department of Parks and Recreation",
4430,1,"Rea, Amadeo M.  - Prescott College; Prescott College",
14421,1,"Bosell, Kim  - Los Angeles County Department of Parks and Recreation; Roldan, Tom  - Los Angeles County Department of Parks and Recreation; Los Angeles County Department of Parks and Recreation - Deane Dana Friendship Park Nature Center",
15482,2,"Merrill, Loren  - University of California, Santa Barbara; University of California, Santa Barbara - Department of Ecology, Evolution and Marine Biology; Rothstein, Stephen I.  - University of California, Santa Barbara",
16048,5,"Chu, Philip  - St. John's University; St. John's University - Department of Biology",
16749,3,"Lee, Andrew H.  - Midwestern University; Midwestern University - Department of Anatomy",6/12/2014
16317,3,"Zyskowski, Kristof  - Yale University; Yale University - Division of Vertebrate Zoology - Peabody Museum of Natural History",
16323,1,"Zyskowski, Kristof  - Yale University; Yale University - Division of Vertebrate Zoology - Peabody Museum of Natural History",
11489,8,"Wilson, David  - Museum of Jurassic Technology; Museum of Jurassic Technology",
4.2022.10,178,"Field Museum of Natural History - Division of Birds; Marks, Ben D.  - Field Museum of Natural History",4/6/2022
